ID,Year,Month,Day,USCG,Vessel,Record,Amount,Death,L_Longitude,L_Latitude,D_Longitude,D_Latitude
"481","2007","3","23","Anthony K","Go Fast","Interdiction","25","11","-80.02709834963143","25.99674700617049","0.0","0.0"
"482","2007","3","23","No Data","Rustic","Landing","14","0","-82.63895680665284","28.61440221135044","0.0","0.0"
"483","2007","3","25","No Data","Rustic","Landing","12","7","-86.80144112021974","21.52665699988285","-79.65413313738127","23.7175564062856"
"484","2007","3","25","No Data","Raft","Landing","4","0","-86.79504138052322","21.50486920400615","0.0","0.0"
"485","2007","3","25","No Data","Rustic","Landing","20","0","-86.73393176276063","21.23975258974279","0.0","0.0"
"486","2007","3","26","No Data","Rustic","Landing","18","0","-86.7973267350294","21.51385693335179","0.0","0.0"
"487","2007","3","26","Torchwood","Raft","Interdiction","5","0","-79.68012578100738","23.94852301394232","0.0","0.0"
"488","2007","3","27","No Data","Rustic","Landing","19","0","-81.4254317285693","25.80618965547128","0.0","0.0"
"489","2007","3","28","Bold Reef","Rustic","Interdiction","13","0","-82.87977145366041","24.25999312369126","-80.24391947899237","24.08746331776058"
"490","2007","3","28","No Data","Rustic","Landing","15","0","-86.79472233319203","21.50315113905376","0.0","0.0"
"491","2007","3","30","Bulwark","Rustic","Interdiction","14","0","-80.10104668886387","25.19251764168702","0.0","0.0"
"492","2007","3","30","Bulwark","Rustic","Interdiction","19","0","-80.66320064601943","24.61580036627511","0.0","0.0"
"493","2007","3","30","No Data","Rustic","Landing","13","0","-86.73886606818463","21.24555209169053","0.0","0.0"
"494","2007","3","31","Decisive","Rustic","Interdiction","11","0","-79.67862764631448","23.90258887766997","0.0","0.0"
"495","2007","4","1","No Data","Rustic","Landing","15","10","-86.73339513847127","21.23896005618338","-80.29536619862245","24.08602043115718"
"496","2007","4","2","No Data","Raft","Landing","4","0","-81.3605232799097","25.77549342360592","0.0","0.0"
"497","2007","4","2","Bulwark","Rustic","Interdiction","21","0","-80.75096224641442","23.80521835970372","0.0","0.0"
"498","2007","4","2","No Data","Raft","Landing","5","0","-86.74330713356376","21.25386278406277","0.0","0.0"
"499","2007","4","3","No Data","Rustic","Landing","17","0","-80.30870674838839","25.29284429081205","0.0","0.0"
"500","2007","4","4","Forthright","Rustic","Interdiction","18","0","-79.49545619556304","23.2944751889179","-79.66082224762634","23.69966356966585"
"501","2007","4","5","No Data","Raft","Landing","6","0","-82.32901813473957","26.88688846235853","-79.66219119882939","23.74227782920357"
"502","2007","4","6","Adamant","Raft","Interdiction","5","0","-82.31077174399398","24.2225367816737","0.0","0.0"
"503","2007","4","6","No Data","Rustic","Landing","13","0","-86.74257940193698","21.25234491848852","0.0","0.0"
"504","2007","4","6","No Data","Rustic","Landing","16","10","-80.4181365393741","27.78754830091277","0.0","0.0"
"505","2007","4","7","Palm Island","Rustic","Interdiction","19","0","-82.12142139302925","24.33205132270119","0.0","0.0"
"506","2007","4","8","Varley","Raft","Interdiction","4","0","-79.79373665635178","24.04834441135017","0.0","0.0"
"507","2007","4","8","No Data","Rustic","Landing","18","0","-82.66977674177605","28.69150583688239","-79.88872352492575","23.9773964271908"
"508","2007","4","8","Tarpon","Rustic","Interdiction","18","17","-79.60310199441375","23.94218361972597","-79.89722712353014","23.97942894037752"
"509","2007","4","8","Baleineau","Go Fast","Interdiction","20","0","-80.47049418354504","24.9648467298004","-79.65999190070923","23.73619147168514"
"510","2007","4","9","Bulwark","Raft","Interdiction","4","0","-79.70173554255507","23.99299489368326","0.0","0.0"
"511","2007","4","9","Palm Island","Rustic","Interdiction","19","0","-82.72365770956323","24.26278109169036","0.0","0.0"
"512","2007","4","9","Assured","Rustic","Interdiction","21","0","-80.4758378293838","24.41599005621795","-80.3045971270051","24.07654046124591"
"513","2007","4","10","Adamant","Rustic","Interdiction","16","0","-79.75383174490854","23.93951623852528","-80.24983840673241","24.08610180390874"
"514","2007","4","12","No Data","Rustic","Landing","19","0","-81.27898154825965","24.74304256741675","-79.65668944364138","23.72841352754437"
"515","2007","4","12","No Data","Rustic","Landing","14","13","-80.3531092199453","27.72117020996759","-79.88576584465865","23.97604286791488"
"516","2007","4","13","No Data","Rustic","Landing","16","0","-86.79785147084974","21.5157172106114","0.0","0.0"
"517","2007","4","13","No Data","Go Fast","Landing","23","22","-82.6770877819947","28.58637351175921","-80.30497342463124","24.07890526980327"
"518","2007","4","14","No Data","Rustic","Landing","19","0","-82.58934363757774","27.61975990203827","0.0","0.0"
"519","2007","4","14","No Data","Rustic","Landing","14","0","-83.16743089054015","29.32113776288141","0.0","0.0"
"520","2007","4","15","No Data","Rustic","Landing","14","0","-86.74480304331001","21.25591403947323","0.0","0.0"
"521","2007","4","15","Adamant","Go Fast","Interdiction","31","0","-80.71671439893595","23.73554251914532","-79.65999190070923","23.73619147168514"
"522","2007","4","16","No Data","Go Fast","Landing","28","0","-86.73796982688516","21.24473125521995","-79.90018060252056","23.98686289016578"
"523","2007","4","17","Cunningham","Rustic","Interdiction","17","0","-83.09032966630123","24.61885390457697","-80.29254191038436","24.08332659230911"
"524","2007","4","18","No Data","Rustic","Landing","18","12","-86.74394247219051","21.25205936127547","0.0","0.0"
"525","2007","4","18","Baleineau","Rustic","Interdiction","15","0","-80.39204287292817","24.67032148517587","0.0","0.0"
"526","2007","4","18","No Data","Rustic","Landing","15","14","-86.7416302265133","21.2499331772154","0.0","0.0"
"527","2007","4","19","Tripoteur","Rustic","Interdiction","16","0","-80.7805906059311","24.39252005745646","-80.09704755716731","24.11501924406734"
"528","2007","4","19","No Data","Raft","Landing","5","0","-80.47851742026059","27.90019022016047","0.0","0.0"
"529","2007","4","20","Palm Island","Rustic","Interdiction","13","0","-82.26797319695265","25.00691628671144","0.0","0.0"
"530","2007","4","20","No Data","Rustic","Landing","13","0","-86.79620958036662","21.50846921463823","0.0","0.0"
"531","2007","4","20","No Data","Rustic","Landing","14","0","-86.74510216770382","21.25696919186715","-79.89796410028188","23.98348333605501"
"532","2007","4","22","Baleineau","Rustic","Interdiction","15","0","-83.22006992148816","23.87459815991846","-79.90129128573923","23.98449869037296"
"533","2007","4","23","Tarpon","Rustic","Interdiction","11","0","-79.94686255919565","24.63859607279181","0.0","0.0"
"534","2007","4","23","Baleineau","Rustic","Interdiction","10","7","-80.98921307040008","23.82032875690664","0.0","0.0"
"535","2007","4","23","No Data","Raft","Landing","5","0","-80.4157097642476","25.08023569045396","-80.24021702330406","24.08679382257218"
"536","2007","4","23","No Data","Rustic","Landing","13","0","-86.74494906060607","21.25662617896126","0.0","0.0"
"537","2007","4","25","Ironwood","Rustic","Interdiction","16","0","-79.66040556098463","23.85051301678556","0.0","0.0"
"538","2007","4","26","Barracuda","Rustic","Interdiction","19","0","-79.51350227837227","23.75972534748662","0.0","0.0"
"539","2007","4","26","No Data","Rustic","Landing","14","0","-86.7997872222044","21.52462746213129","0.0","0.0"
"540","2007","4","26","No Data","Rustic","Landing","13","0","-82.6740397690788","28.42485660897934","0.0","0.0"
"541","2007","4","26","No Data","Rustic","Landing","13","0","-86.7443705667624","21.25515071894727","0.0","0.0"
"542","2007","4","27","No Data","Rustic","Landing","11","0","-80.05272387278616","26.89723168050872","0.0","0.0"
"543","2007","4","27","Stalwart","Rustic","Interdiction","17","0","-80.72623471531313","23.88274609492749","-80.23429525620114","24.08680387475695"
"544","2007","4","27","Adamant","Raft","Interdiction","6","0","-82.57255390827486","24.23261004544684","0.0","0.0"
"545","2007","4","27","No Data","Raft","Landing","4","0","-80.97230925807835","24.72269953898305","0.0","0.0"
"546","2007","4","28","No Data","Go Fast","Landing","25","0","-86.79693260829161","21.50969603519382","0.0","0.0"
"547","2007","4","28","No Data","Rustic","Landing","15","0","-81.65095652889121","25.92118895998043","0.0","0.0"
"548","2007","4","29","Tarpon","Go Fast","Interdiction","23","0","-81.78953784017749","25.81341488307281","0.0","0.0"
"549","2007","5","1","No Data","Rustic","Landing","17","0","-86.74857583686519","21.26421312671119","0.0","0.0"
"550","2007","5","1","No Data","Rustic","Landing","15","11","-86.74693404778775","21.26052927531629","0.0","0.0"
"551","2007","5","1","Manatee","Rustic","Interdiction","17","0","-79.38954724627696","23.43952029100363","-80.29254191038436","24.08332659230911"
"552","2007","5","1","Tripoteur","Rustic","Interdiction","11","10","-79.91194828066362","24.9343191862977","0.0","0.0"
"553","2007","5","2","Relentless","Rustic","Interdiction","21","0","-81.6647404494875","24.08448589156105","-80.24391947899237","24.08746331776058"
"554","2007","5","3","No Data","Rustic","Landing","17","0","-86.72017559152758","21.21731521679187","0.0","0.0"
"555","2007","5","3","No Data","Rustic","Landing","12","8","-86.73423554893745","21.24021238090107","-80.29254191038436","24.08332659230911"
"556","2007","5","5","No Data","Go Fast","Landing","24","0","-86.74692853213854","21.26039290836672","-79.65932674368925","23.70743135623052"
"557","2007","5","7","Hurricane","Rustic","Interdiction","14","0","-82.1078879812203","24.95258607963712","-80.23429525620114","24.08680387475695"
"558","2007","5","8","Torchwood","Rustic","Interdiction","10","0","-82.64955804732028","25.13531215272201","0.0","0.0"
"559","2007","5","8","Seagrass","Go Fast","Interdiction","20","0","-82.17026708449981","25.99057566040582","0.0","0.0"
"560","2007","5","9","No Data","Go Fast","Landing","21","17","-86.72037204940989","21.21793240969268","-80.24983840673241","24.08610180390874"
"561","2007","5","9","No Data","Rustic","Landing","15","0","-80.63559842358893","28.74114282209402","0.0","0.0"
"562","2007","5","10","No Data","Go Fast","Landing","24","0","-80.43643333346712","28.50387656502864","-79.89722712353014","23.97942894037752"
"563","2007","5","11","No Data","Rustic","Landing","14","0","-86.78533127829857","21.46167552271484","-79.88576584465865","23.97604286791488"
"564","2007","5","12","No Data","Go Fast","Landing","28","0","-80.92434518883975","29.25941303302225","-80.30497342463124","24.07890526980327"
"565","2007","5","13","Determined","Go Fast","Interdiction","25","8","-79.70067615793087","25.12480938802109","0.0","0.0"
"566","2007","5","13","No Data","Rustic","Landing","18","0","-86.79513320487771","21.50341115729635","0.0","0.0"
"567","2007","5","14","Palm Island","Rustic","Interdiction","18","0","-79.82427613395438","24.51186283972602","-79.66109331968454","23.73855887581537"
"568","2007","5","14","No Data","Rustic","Landing","13","0","-86.78710622021829","21.46119535759277","0.0","0.0"
"569","2007","5","14","No Data","Go Fast","Landing","21","0","-86.74882612629906","21.26478431889712","0.0","0.0"
"570","2007","5","15","No Data","Rustic","Landing","11","0","-82.69420277413097","28.9241920884475","-79.65932674368925","23.70743135623052"
"571","2007","5","15","No Data","Rustic","Landing","16","0","-86.72092275037859","21.21854975695334","0.0","0.0"
"572","2007","5","15","No Data","Rustic","Landing","17","0","-86.74135157282063","21.24955398349151","-79.89722712353014","23.97942894037752"
"573","2007","5","16","No Data","Go Fast","Landing","26","0","-86.74700747858495","21.26053353073706","0.0","0.0"
"574","2007","5","17","No Data","Rustic","Landing","11","10","-80.09286482819232","26.22555333838205","0.0","0.0"
"575","2007","5","17","Determined","Raft","Interdiction","5","0","-79.91503625861898","25.10190324841697","-80.3045971270051","24.07654046124591"
"576","2007","5","18","No Data","Rustic","Landing","16","0","-86.74269348483097","21.25245012298939","0.0","0.0"
"577","2007","5","18","No Data","Raft","Landing","4","0","-81.5641848395726","25.89075541508842","0.0","0.0"
"578","2007","5","18","No Data","Rustic","Landing","17","0","-80.16199226113513","27.23688886517768","0.0","0.0"
"579","2007","5","19","No Data","Rustic","Landing","13","0","-80.83084179166777","29.00955284421499","-79.89796410028188","23.98348333605501"
"580","2007","5","21","No Data","Rustic","Landing","17","0","-80.21456843134234","27.31103043069687","0.0","0.0"
"581","2007","5","21","No Data","Rustic","Landing","16","0","-81.57373721032735","24.70387264890554","0.0","0.0"
"582","2007","5","21","Hurricane","Raft","Interdiction","5","0","-79.41063379582901","23.53708897389423","0.0","0.0"
"583","2007","5","21","No Data","Raft","Landing","5","0","-86.7212669119629","21.22006129223103","0.0","0.0"
"584","2007","5","22","No Data","Raft","Landing","5","0","-86.73300534465123","21.23854417181011","-80.23429525620114","24.08680387475695"
"585","2007","5","23","Bulwark","Rustic","Interdiction","13","0","-81.51641494696632","24.11042255183396","0.0","0.0"
"586","2007","5","23","No Data","Rustic","Landing","13","0","-86.79496527134341","21.50423834606613","-79.89168117744464","23.97874989942011"
"587","2007","5","23","Bonefish","Rustic","Interdiction","19","17","-79.54348357807771","23.79198314836902","-79.6559597021436","23.72503328776361"
"588","2007","5","24","No Data","Raft","Landing","4","0","-80.04221277708432","26.4698050441118","0.0","0.0"
"589","2007","5","24","No Data","Raft","Landing","4","0","-81.84122286029732","26.29669527312694","-80.29832988265768","24.08669093407634"
"590","2007","5","24","Palm Island","Rustic","Interdiction","13","6","-81.50707973999499","24.3947077684516","-79.89722712353014","23.97942894037752"
"591","2007","5","24","No Data","Rustic","Landing","19","0","-82.6419124425829","28.76077358297497","0.0","0.0"
"592","2007","5","26","Bulwark","Rustic","Interdiction","15","0","-80.12425776943353","24.22151470150993","0.0","0.0"
"593","2007","5","26","No Data","Rustic","Landing","16","0","-86.71908188700638","21.21450447768491","0.0","0.0"
"594","2007","5","26","Ironwood","Rustic","Interdiction","15","0","-80.36463062289688","24.17691465547094","0.0","0.0"
"595","2007","5","27","No Data","Rustic","Landing","13","0","-86.74517519961125","21.25714423725722","-79.89722712353014","23.97942894037752"
"596","2007","5","27","Cunningham","Rustic","Interdiction","15","0","-80.84068099134294","23.75343155513677","-80.30165932157927","24.08567076750918"
"597","2007","5","29","Bonefish","Rustic","Interdiction","22","8","-81.02434543796141","24.25215540724976","0.0","0.0"
"598","2007","5","29","No Data","Rustic","Landing","19","0","-82.8533504373066","24.59978265736756","-79.89722712353014","23.97942894037752"
"599","2007","5","30","Anthony K","Rustic","Interdiction","18","0","-80.35910963899504","24.83981021897744","0.0","0.0"
"600","2007","5","31","No Data","Rustic","Landing","15","0","-82.24077055544929","26.67971514538977","0.0","0.0"
"601","2007","5","31","No Data","Raft","Landing","5","0","-80.44514521958781","25.04527245389095","-80.30714589800914","24.05997698481837"
"602","2007","5","31","No Data","Go Fast","Landing","25","19","-82.70160748578058","28.34729920214829","-80.30714589800914","24.05997698481837"
"603","2007","6","1","No Data","Rustic","Landing","12","0","-80.10560895309138","26.06091185141544","0.0","0.0"
"604","2007","6","1","Varley","Raft","Interdiction","5","0","-81.0284819748527","23.64434126518481","0.0","0.0"
"605","2007","6","1","No Data","Rustic","Landing","22","0","-86.74501284585104","21.25675373191424","0.0","0.0"
"606","2007","6","1","Manatee","Raft","Interdiction","4","0","-79.42486234785906","23.40447456391974","0.0","0.0"
"607","2007","6","1","No Data","Raft","Landing","5","0","-81.39036461410642","24.62999634399113","-79.89722712353014","23.97942894037752"
"608","2007","6","3","No Data","Rustic","Landing","17","0","-81.59452129532797","25.8983033169732","0.0","0.0"
"609","2007","6","3","No Data","Rustic","Landing","20","0","-86.79358689188078","21.49987121787197","0.0","0.0"
"610","2007","6","3","No Data","Raft","Landing","5","0","-86.72187882399142","21.22116998048037","0.0","0.0"
"611","2007","6","3","No Data","Go Fast","Landing","31","1","-80.53895738815197","28.18916297157539","0.0","0.0"
"612","2007","6","4","No Data","Rustic","Landing","17","0","-86.72027860721354","21.21774278089842","0.0","0.0"
"613","2007","6","4","No Data","Rustic","Landing","20","0","-86.72104167000948","21.21891063194337","-79.90129128573923","23.98449869037296"
"614","2007","6","5","No Data","Rustic","Landing","13","0","-82.97386630386795","29.13702042955712","0.0","0.0"
"615","2007","6","5","Pompano","Rustic","Interdiction","14","0","-80.9921246144794","24.45263312448075","-79.65999190070923","23.73619147168514"
"616","2007","6","5","No Data","Raft","Landing","5","0","-81.72508324142535","25.9827792599239","-80.30497342463124","24.07890526980327"
"617","2007","6","5","No Data","Rustic","Landing","10","0","-82.79527224738911","28.07583443688687","0.0","0.0"
"618","2007","6","5","No Data","Rustic","Landing","12","0","-86.72100886745956","21.21957925454604","0.0","0.0"
"619","2007","6","6","Adamant","Rustic","Interdiction","13","0","-81.44890791116201","24.48767543766621","-79.90018060252056","23.98686289016578"
"620","2007","6","6","Baleineau","Rustic","Interdiction","16","0","-80.79602218263386","24.20699285268896","0.0","0.0"
"621","2007","6","7","No Data","Rustic","Landing","11","0","-86.74220934070242","21.25177867699623","-80.10341945737481","24.11637734106453"
"622","2007","6","7","Bulwark","Go Fast","Interdiction","17","0","-79.6035096906957","23.84881194263801","0.0","0.0"
"623","2007","6","7","No Data","Go Fast","Landing","27","0","-86.79520193135781","21.50509816644148","-80.24983840673241","24.08610180390874"
"624","2007","6","7","Bulwark","Rustic","Interdiction","15","0","-82.69909774313811","27.01931864787278","-79.66109331968454","23.73855887581537"
"625","2007","6","7","No Data","Rustic","Landing","18","0","-86.79435119023503","21.50153794422836","-80.24021702330406","24.08679382257218"
"626","2007","6","8","Tarpon","Raft","Interdiction","5","0","-81.4418714344101","23.80080193276584","-79.65999190070923","23.73619147168514"
"627","2007","6","9","Ironwood","Rustic","Interdiction","15","0","-79.63311812139177","25.53013437066873","0.0","0.0"
"628","2007","6","9","No Data","Rustic","Landing","11","0","-82.25609012017465","26.78529897202944","0.0","0.0"
"629","2007","6","10","No Data","Rustic","Landing","19","0","-86.7450606160082","21.25684769128199","0.0","0.0"
"630","2007","6","10","Bonefish","Rustic","Interdiction","18","0","-80.51008237899352","24.5417230532285","0.0","0.0"
"631","2007","6","10","No Data","Go Fast","Landing","27","0","-82.8465825269102","29.15613787319548","-80.30714589800914","24.05997698481837"
"632","2007","6","10","Ironwood","Raft","Interdiction","5","0","-81.02705240245979","23.9042701198274","-80.30497342463124","24.07890526980327"
"633","2007","6","12","Bulwark","Rustic","Interdiction","17","0","-80.3818393383316","24.23097518130395","0.0","0.0"
"634","2007","6","13","Pompano","Rustic","Interdiction","8","0","-79.96601103687645","24.51197589132467","0.0","0.0"
"635","2007","6","13","No Data","Go Fast","Landing","30","0","-86.74212067749234","21.25157697852538","-80.24391947899237","24.08746331776058"
"636","2007","6","13","No Data","Raft","Landing","4","0","-86.79201228715118","21.49466626806193","0.0","0.0"
"637","2007","6","13","Ironwood","Rustic","Interdiction","14","0","-80.41427425805101","25.005458707419","0.0","0.0"
"638","2007","6","14","Relentless","Rustic","Interdiction","15","0","-80.21353302852235","24.2262334610002","0.0","0.0"
"639","2007","6","14","No Data","Rustic","Landing","15","0","-86.79573905310683","21.5024324264365","0.0","0.0"
"640","2007","6","14","No Data","Rustic","Landing","19","0","-82.75564952368998","28.95110343373525","0.0","0.0"
"641","2007","6","15","Stalwart","Raft","Interdiction","6","0","-80.72922472804667","24.33058843488697","0.0","0.0"
"642","2007","6","16","Ironwood","Raft","Interdiction","4","0","-80.14103499811205","24.19085966738111","-79.89722712353014","23.97942894037752"
"643","2007","6","16","No Data","Raft","Landing","4","0","-86.71948263000824","21.21557791425468","0.0","0.0"
"644","2007","6","17","No Data","Rustic","Landing","14","0","-86.78914511259859","21.47824321583254","0.0","0.0"
"645","2007","6","17","No Data","Rustic","Landing","23","6","-86.71894083733761","21.21379202227863","-79.65999190070923","23.73619147168514"
"646","2007","6","18","Varley","Rustic","Interdiction","20","0","-79.37875250156148","23.54916516860357","0.0","0.0"
"647","2007","6","18","No Data","Rustic","Landing","17","0","-80.27549613138946","27.48632608267093","-79.66439958619682","23.74498519627797"
"648","2007","6","19","No Data","Go Fast","Landing","14","0","-81.36897028776293","25.74436736332418","-79.89796410028188","23.98348333605501"
"649","2007","6","19","Adamant","Rustic","Interdiction","15","0","-82.55105504623376","25.3286783846577","0.0","0.0"
"650","2007","6","20","No Data","Go Fast","Landing","28","0","-86.71901733521369","21.21401927226088","-79.65742267184999","23.73044226913693"
"651","2007","6","21","Cunningham","Go Fast","Interdiction","20","0","-79.54561677849486","23.68484797421086","0.0","0.0"
"652","2007","6","21","Palm Island","Rustic","Interdiction","11","9","-79.91333110221925","25.58810467642705","0.0","0.0"
"653","2007","6","21","No Data","Raft","Landing","5","0","-80.33694314211847","25.21280801932449","-80.24983840673241","24.08610180390874"
"654","2007","6","21","No Data","Go Fast","Landing","22","18","-86.72020632614014","21.21752278190298","0.0","0.0"
"655","2007","6","21","No Data","Raft","Landing","5","0","-86.7485826828731","21.26402191727939","-79.88576584465865","23.97604286791488"
"656","2007","6","21","No Data","Rustic","Landing","12","0","-86.71929880927378","21.21516155370165","0.0","0.0"
"657","2007","6","21","No Data","Rustic","Landing","17","0","-86.74327097722112","21.25369327749823","0.0","0.0"
"658","2007","6","22","No Data","Rustic","Landing","12","0","-86.78727222598683","21.47079323663784","0.0","0.0"
"659","2007","6","22","No Data","Rustic","Landing","16","0","-86.79386209618393","21.50041140983377","0.0","0.0"
"660","2007","6","23","No Data","Rustic","Landing","18","0","-86.78986180996844","21.49032422598489","0.0","0.0"
"661","2007","6","23","No Data","Rustic","Landing","20","0","-86.72027117960106","21.21765080572219","-80.30714589800914","24.05997698481837"
"662","2007","6","23","No Data","Raft","Landing","5","3","-86.73951580505509","21.24680586569104","0.0","0.0"
"663","2007","6","23","No Data","Rustic","Landing","17","0","-80.50292434045738","25.01412582631408","0.0","0.0"
"664","2007","6","24","No Data","Rustic","Landing","18","0","-86.741512143234","21.24972576380755","-79.66109331968454","23.73855887581537"
"665","2007","6","24","No Data","Raft","Landing","5","0","-82.05702528860303","26.44689829214511","0.0","0.0"
"666","2007","6","24","No Data","Rustic","Landing","17","0","-81.56699304828386","24.59139273609288","0.0","0.0"
"667","2007","6","24","No Data","Go Fast","Landing","28","7","-86.74523111473638","21.25725840349102","0.0","0.0"
"668","2007","6","24","Pompano","Rustic","Interdiction","17","0","-80.59105550870723","23.82947287943586","0.0","0.0"
"669","2007","6","24","Varley","Rustic","Interdiction","12","0","-80.57022901328367","24.66995944490549","0.0","0.0"
"670","2007","6","24","Pompano","Rustic","Interdiction","22","0","-79.83815128306824","25.05556583216345","0.0","0.0"
"671","2007","6","25","No Data","Raft","Landing","5","0","-82.92778433009777","24.67260571769572","0.0","0.0"
"672","2007","6","25","No Data","Rustic","Landing","14","0","-80.11372699788237","25.96481717760096","0.0","0.0"
"673","2007","6","26","No Data","Go Fast","Landing","18","0","-80.14018256206327","27.17839179687793","0.0","0.0"
"674","2007","6","26","No Data","Rustic","Landing","12","0","-86.71904805762821","21.2142236622281","0.0","0.0"
"675","2007","6","26","Barracuda","Raft","Interdiction","6","0","-81.16129749752147","24.46695887394482","0.0","0.0"
"676","2007","6","26","No Data","Rustic","Landing","15","0","-86.78834617908998","21.47513960511067","0.0","0.0"
"677","2007","6","26","No Data","Rustic","Landing","16","9","-82.834555038789","27.81844550161073","0.0","0.0"
"678","2007","6","27","Determined","Rustic","Interdiction","19","0","-79.82864054795022","24.17657012323807","-79.65668944364138","23.72841352754437"
"679","2007","6","27","Manatee","Raft","Interdiction","4","0","-82.32299627708485","26.06820645238974","0.0","0.0"
"680","2007","6","28","No Data","Rustic","Landing","19","0","-82.69070351451474","28.37647133270024","0.0","0.0"
"681","2007","6","28","Cunningham","Rustic","Interdiction","8","7","-80.43296904322825","24.30039380252107","0.0","0.0"
"682","2007","6","29","No Data","Rustic","Landing","14","0","-80.22730544416608","25.38957022258688","0.0","0.0"
"683","2007","6","29","Decisive","Raft","Interdiction","5","0","-80.83916868162859","24.33788725839018","0.0","0.0"
"684","2007","6","29","Tarpon","Raft","Interdiction","4","3","-81.54344800158137","23.84626031691566","-79.88576584465865","23.97604286791488"
"685","2007","6","29","Decisive","Go Fast","Interdiction","26","0","-80.44633119943474","24.73962084918805","-80.30165932157927","24.08567076750918"
"686","2007","6","29","No Data","Rustic","Landing","11","0","-86.72180493303614","21.22109602755769","-79.65742267184999","23.73044226913693"
"687","2007","6","30","Ironwood","Raft","Interdiction","4","0","-81.39413356809098","24.08732745345609","0.0","0.0"
"688","2007","6","30","Seagrass","Rustic","Interdiction","16","0","-79.68060343877809","23.3059900388195","0.0","0.0"
"689","2007","6","30","Bold Reef","Rustic","Interdiction","13","0","-79.7400052412429","24.08756680400513","0.0","0.0"
"690","2007","7","1","No Data","Raft","Landing","6","4","-86.7888534145125","21.47658324863362","-79.65668944364138","23.72841352754437"
"691","2007","7","1","No Data","Rustic","Landing","19","0","-82.66651969349478","27.50525861222256","0.0","0.0"
"692","2007","7","3","No Data","Rustic","Landing","13","0","-80.46781031994072","28.38339181552737","0.0","0.0"
"693","2007","7","3","No Data","Rustic","Landing","18","0","-86.73998700237964","21.24760750116361","0.0","0.0"
"694","2007","7","3","Barracuda","Rustic","Interdiction","16","0","-82.245583438117","26.34930042698284","0.0","0.0"
"695","2007","7","3","Relentless","Rustic","Interdiction","15","0","-79.999507910595","25.42099158656868","0.0","0.0"
"696","2007","7","3","No Data","Rustic","Landing","16","0","-86.72043552565053","21.21793366800887","0.0","0.0"
"697","2007","7","4","No Data","Rustic","Landing","16","0","-82.28842864531563","26.85177633350062","0.0","0.0"
"698","2007","7","4","No Data","Raft","Landing","6","1","-86.79268568529423","21.4964334514701","0.0","0.0"
"699","2007","7","4","No Data","Rustic","Landing","10","0","-86.74514261876537","21.25706340751074","0.0","0.0"
"700","2007","7","4","No Data","Raft","Landing","4","0","-86.73436630270756","21.24037143022927","0.0","0.0"
"701","2007","7","5","Ironwood","Go Fast","Interdiction","26","0","-80.04079956609047","25.55628900360017","-79.88576584465865","23.97604286791488"
"702","2007","7","5","No Data","Raft","Landing","5","0","-86.7432594396128","21.25286037705337","0.0","0.0"
"703","2007","7","6","Forthright","Go Fast","Interdiction","31","0","-79.92689320323893","26.37680745461197","0.0","0.0"
"704","2007","7","6","No Data","Rustic","Landing","14","0","-86.74320895741137","21.25379108370982","0.0","0.0"
"705","2007","7","7","No Data","Rustic","Landing","13","0","-86.74080532655177","21.24870005094609","0.0","0.0"
"706","2007","7","7","Seagrass","Raft","Interdiction","5","0","-79.5663619933419","23.87376468349953","-80.24021702330406","24.08679382257218"
"707","2007","7","7","No Data","Rustic","Landing","14","0","-80.50338394423913","28.32902234693514","0.0","0.0"
"708","2007","7","8","Relentless","Rustic","Interdiction","16","0","-80.90007579025419","24.19881655073813","-79.65742267184999","23.73044226913693"
"709","2007","7","8","Forthright","Rustic","Interdiction","17","0","-80.83432804671145","24.08984635270063","0.0","0.0"
"710","2007","7","8","No Data","Rustic","Landing","13","0","-86.72109516354641","21.21977787550149","0.0","0.0"
"711","2007","7","8","No Data","Rustic","Landing","12","4","-86.79151484557457","21.49235335857462","0.0","0.0"
"712","2007","7","9","Forthright","Rustic","Interdiction","10","0","-81.05553317575067","23.98814429348056","-79.90129128573923","23.98449869037296"
"713","2007","7","10","Varley","Go Fast","Interdiction","33","8","-80.54878445011843","24.77985660759289","0.0","0.0"
"714","2007","7","11","No Data","Rustic","Landing","17","0","-86.74104430706846","21.24900537952171","0.0","0.0"
"715","2007","7","12","Torchwood","Rustic","Interdiction","19","0","-79.82873034651435","25.31784251274395","0.0","0.0"
"716","2007","7","12","No Data","Rustic","Landing","17","0","-83.10767895986088","29.27479355199107","0.0","0.0"
"717","2007","7","12","Decisive","Rustic","Interdiction","16","0","-79.88101420922375","24.77335232622751","0.0","0.0"
"718","2007","7","12","Tripoteur","Go Fast","Interdiction","22","10","-79.6982471299799","25.89348525332694","-79.89796410028188","23.98348333605501"
"719","2007","7","12","No Data","Raft","Landing","5","0","-80.49012979293371","28.2979102126355","0.0","0.0"
"720","2007","7","14","Bulwark","Rustic","Interdiction","21","0","-81.22942290332908","24.38248409036144","0.0","0.0"
"721","2007","7","14","No Data","Raft","Landing","6","0","-86.78974298771492","21.4874060114246","0.0","0.0"
"722","2007","7","15","Cunningham","Rustic","Interdiction","18","0","-80.03896122895577","23.43907149744063","0.0","0.0"
"723","2007","7","16","Hurricane","Rustic","Interdiction","17","0","-79.98525442361723","26.07969195755664","0.0","0.0"
